estimator,experiment,scenario,vehicle,sigma_a,tdma_interval,init_range_scale,packet_loss_prob,run_idx,rmse,ate,final_error,mean_nees,converged
ESKF,exp3,scenario1,ROV,0.02,5.0,1.0,,0,81.04586946233731,81.04586946233731,45.99726392087533,3583.1707374829903,False
ESKF,exp3,scenario1,ASV,0.02,5.0,1.0,,0,1.6837808565810146,1.6837808565810146,0.6687238696071345,4.280560534520253,True
ESKF,exp3,scenario2,ROV,0.02,5.0,1.0,,0,2.7686450820348747,2.7686450820348747,1.8317623056472627,2.941481175656741,True
ESKF,exp3,scenario2,ASV,0.02,5.0,1.0,,0,1.374886567642643,1.374886567642643,0.6540351106046274,3.120695627231762,True
ESKF,exp3,scenario3,ROV,0.02,5.0,1.0,,0,2.3859680273015806,2.3859680273015806,1.7261068087439102,2.839485381512924,True
ESKF,exp3,scenario3,ASV,0.02,5.0,1.0,,0,1.3583968892744158,1.3583968892744158,0.6461487028537286,3.096406173421828,True
ESKF,exp3,scenario1,ROV,0.02,10.0,1.0,,0,134.30314335192335,134.30314335192335,156.09253596683916,3449.081264688809,False
ESKF,exp3,scenario1,ASV,0.02,10.0,1.0,,0,1.7151543451404818,1.7151543451404818,0.8566368605722909,4.163326467292389,True
ESKF,exp3,scenario2,ROV,0.02,10.0,1.0,,0,3.8952434814338295,3.8952434814338295,4.199529316919088,3.538508423633868,True
ESKF,exp3,scenario2,ASV,0.02,10.0,1.0,,0,1.3914747924198252,1.3914747924198252,0.8577243182160137,2.968367640178215,True
ESKF,exp3,scenario3,ROV,0.02,10.0,1.0,,0,2.659035873585314,2.659035873585314,3.8918263117654366,2.1792420798585677,True
ESKF,exp3,scenario3,ASV,0.02,10.0,1.0,,0,1.4128365545146133,1.4128365545146133,0.8484477976960266,3.1030408481499405,True
ESKF,exp3,scenario1,ROV,0.02,20.0,1.0,,0,182.33134573407597,182.33134573407597,244.7186635707327,1704.0566692097464,False
ESKF,exp3,scenario1,ASV,0.02,20.0,1.0,,0,1.4896508669184232,1.4896508669184232,0.808602830533697,3.193047978563364,True
ESKF,exp3,scenario2,ROV,0.02,20.0,1.0,,0,4.597433793162377,4.597433793162377,1.909063634561693,3.2937665092883797,True
ESKF,exp3,scenario2,ASV,0.02,20.0,1.0,,0,1.4480022307593197,1.4480022307593197,0.8206742382178376,3.0388543320720607,True
ESKF,exp3,scenario3,ROV,0.02,20.0,1.0,,0,4.033035881724957,4.033035881724957,2.0569849389466413,3.005315382180301,True
ESKF,exp3,scenario3,ASV,0.02,20.0,1.0,,0,1.448670194606013,1.448670194606013,0.8197158039871095,3.073189674023631,True
ESKF,exp3,scenario1,ROV,0.02,30.0,1.0,,0,459.9195698576411,459.9195698576411,803.470110660692,1685.0876385165504,False
ESKF,exp3,scenario1,ASV,0.02,30.0,1.0,,0,1.4661093925613369,1.4661093925613369,0.8305878144615558,3.090118388163225,True
ESKF,exp3,scenario2,ROV,0.02,30.0,1.0,,0,4.433543232352164,4.433543232352164,2.07113002613772,1.9508227515345036,True
ESKF,exp3,scenario2,ASV,0.02,30.0,1.0,,0,1.4520172737288677,1.4520172737288677,0.8107908797966842,3.0515110102877383,True
ESKF,exp3,scenario3,ROV,0.02,30.0,1.0,,0,3.8842481901536,3.8842481901536,1.4609350020256378,1.6326637409569726,True
ESKF,exp3,scenario3,ASV,0.02,30.0,1.0,,0,1.4442073869540026,1.4442073869540026,0.8105368166117474,3.008790712409683,True
ESKF,exp3,scenario1,ROV,0.02,60.0,1.0,,0,1276.1940211630588,1276.1940211630588,2593.135007713517,5588.904078073464,False
ESKF,exp3,scenario1,ASV,0.02,60.0,1.0,,0,1.4369503136067823,1.4369503136067823,0.8047770604301038,2.9812639094367883,True
ESKF,exp3,scenario2,ROV,0.02,60.0,1.0,,0,9.520532774702156,9.520532774702156,7.555281836318296,2.358615460290108,True
ESKF,exp3,scenario2,ASV,0.02,60.0,1.0,,0,1.4529971801551813,1.4529971801551813,0.8056240376890679,3.045889142860225,True
ESKF,exp3,scenario3,ROV,0.02,60.0,1.0,,0,9.664023272126016,9.664023272126016,5.26498964830472,2.7330182898888546,True
ESKF,exp3,scenario3,ASV,0.02,60.0,1.0,,0,1.4433307460964107,1.4433307460964107,0.8072235910282931,3.0011680397464207,True
ESKF,exp3,scenario1,ROV,0.02,120.0,1.0,,0,580.0212411569124,580.0212411569124,1007.9970489228775,3454.865631883439,False
ESKF,exp3,scenario1,ASV,0.02,120.0,1.0,,0,1.4519222820470794,1.4519222820470794,0.80415265081292,3.057553786556428,True
ESKF,exp3,scenario2,ROV,0.02,120.0,1.0,,0,54.177319090546874,54.177319090546874,38.53142373862789,51.86129134730811,False
ESKF,exp3,scenario2,ASV,0.02,120.0,1.0,,0,1.456188768385131,1.456188768385131,0.8044409581063227,3.0593900719658382,True
ESKF,exp3,scenario3,ROV,0.02,120.0,1.0,,0,75.53689865725978,75.53689865725978,45.55427750087363,70.99662126060159,False
ESKF,exp3,scenario3,ASV,0.02,120.0,1.0,,0,1.4801934879319438,1.4801934879319438,0.8084772575697818,3.209494359045436,True
