estimator,experiment,scenario,vehicle,sigma_a,tdma_interval,init_range_scale,packet_loss_prob,run_idx,rmse,ate,final_error,mean_nees,converged
ESKF,exp1,bearing-only,ROV,0.005,,,,0,3.6152570827897037,3.6152570827897037,6.636447625834557,10.798121248266488,True
ESKF,exp1,bearing-only,ASV,0.005,,,,0,1.3309371073809362,1.3309371073809362,1.7303414606729304,3.168930079976048,True
ESKF,exp1,bearing-only,ROV,0.01,,,,0,2.7311454630535303,2.7311454630535303,0.6863889678463387,3.858437250786805,True
ESKF,exp1,bearing-only,ASV,0.01,,,,0,1.2637820996380167,1.2637820996380167,0.8290037881461129,2.765508977870145,True
ESKF,exp1,bearing-only,ROV,0.02,,,,0,3.559782015170971,3.559782015170971,0.6381261191899648,2.9654426019734577,True
ESKF,exp1,bearing-only,ASV,0.02,,,,0,1.332716962607181,1.332716962607181,0.9964197113307957,2.8466987357494657,True
ESKF,exp1,bearing-only,ROV,0.05,,,,0,4.796425989764966,4.796425989764966,4.496005329375376,2.9024089824738812,True
ESKF,exp1,bearing-only,ASV,0.05,,,,0,1.3950270002302119,1.3950270002302119,0.6916671299949243,2.9223925401983113,True
ESKF,exp1,bearing-only,ROV,0.1,,,,0,10.687787063290875,10.687787063290875,22.413201058580086,3.5368416448257403,False
ESKF,exp1,bearing-only,ASV,0.1,,,,0,1.4900516125993069,1.4900516125993069,1.1441865078359394,3.3815733317684753,True
ESKF,exp1,bearing-only,ROV,0.5,,,,0,266.6766659419769,266.6766659419769,535.4705433500873,130.21809179423659,False
ESKF,exp1,bearing-only,ASV,0.5,,,,0,1.2457231855348736,1.2457231855348736,1.5573442853875938,2.169301359913301,True
ESKF,exp1,bearing-only,ROV,1.0,,,,0,519.1510109383509,519.1510109383509,1114.712437618321,123.90957967409928,False
ESKF,exp1,bearing-only,ASV,1.0,,,,0,1.3369557649572605,1.3369557649572605,0.9224767956657481,2.615474606033414,True
