estimator,experiment,scenario,vehicle,sigma_a,tdma_interval,init_range_scale,packet_loss_prob,run_idx,rmse,ate,final_error,mean_nees,converged
ESKF,exp4_packet_loss,scenario1,ROV,0.02,0.2,1.0,0.0,0,12.486924416534297,12.486924416534297,20.502871743389495,2.6578723115988696,False
ESKF,exp4_packet_loss,scenario1,ASV,0.02,0.2,1.0,0.0,0,1.4832188677138682,1.4832188677138682,1.400101194911641,2.755784415828441,True
ESKF,exp4_packet_loss,scenario2,ROV,0.02,0.2,1.0,0.0,0,1.1948662278538351,1.1948662278538351,1.239450597223261,2.661634487841207,True
ESKF,exp4_packet_loss,scenario2,ASV,0.02,0.2,1.0,0.0,0,1.1095249096105966,1.1095249096105966,1.097994264321855,2.4079531886523324,True
ESKF,exp4_packet_loss,scenario3,ROV,0.02,0.2,1.0,0.0,0,1.0436967720243036,1.0436967720243036,1.132732052048328,2.8879903090081767,True
ESKF,exp4_packet_loss,scenario3,ASV,0.02,0.2,1.0,0.0,0,1.0402958045087687,1.0402958045087687,1.0929764976531489,2.4422663801256213,True
ESKF,exp4_packet_loss,scenario1,ROV,0.02,0.2,1.0,0.1,0,11.876812053387395,11.876812053387395,26.355259024113334,2.234358419979336,False
ESKF,exp4_packet_loss,scenario1,ASV,0.02,0.2,1.0,0.1,0,1.49809866057372,1.49809866057372,1.4511991970327602,2.8537191784112,True
ESKF,exp4_packet_loss,scenario2,ROV,0.02,0.2,1.0,0.1,0,1.1440159186216718,1.1440159186216718,0.808293988222121,2.3265295907374095,True
ESKF,exp4_packet_loss,scenario2,ASV,0.02,0.2,1.0,0.1,0,1.1413778060502244,1.1413778060502244,1.2332102659458977,2.540801518255304,True
ESKF,exp4_packet_loss,scenario3,ROV,0.02,0.2,1.0,0.1,0,0.9399857311932636,0.9399857311932636,0.8086718864898085,2.2934012267131614,True
ESKF,exp4_packet_loss,scenario3,ASV,0.02,0.2,1.0,0.1,0,1.0755474892778327,1.0755474892778327,1.2528279813325793,2.623062121180174,True
ESKF,exp4_packet_loss,scenario1,ROV,0.02,0.2,1.0,0.3,0,11.635722521602327,11.635722521602327,16.081438199444673,2.9284387701070913,False
ESKF,exp4_packet_loss,scenario1,ASV,0.02,0.2,1.0,0.3,0,1.5298770859323565,1.5298770859323565,1.1685307567799084,3.024576681771509,True
ESKF,exp4_packet_loss,scenario2,ROV,0.02,0.2,1.0,0.3,0,1.4003682428161932,1.4003682428161932,1.082901390169496,3.0033461895470737,True
ESKF,exp4_packet_loss,scenario2,ASV,0.02,0.2,1.0,0.3,0,1.2030478546379402,1.2030478546379402,1.053105092442258,2.7039411103320456,True
ESKF,exp4_packet_loss,scenario3,ROV,0.02,0.2,1.0,0.3,0,1.228654245496834,1.228654245496834,0.990485792403272,3.0845256000853842,True
ESKF,exp4_packet_loss,scenario3,ASV,0.02,0.2,1.0,0.3,0,1.1407858862418425,1.1407858862418425,1.0157501579358623,2.7393512461845786,True
ESKF,exp4_packet_loss,scenario1,ROV,0.02,0.2,1.0,0.5,0,10.788535800627985,10.788535800627985,15.624843006496098,2.698502855397199,False
ESKF,exp4_packet_loss,scenario1,ASV,0.02,0.2,1.0,0.5,0,1.5307136485614765,1.5307136485614765,1.2746449289048214,2.897231084215616,True
ESKF,exp4_packet_loss,scenario2,ROV,0.02,0.2,1.0,0.5,0,1.419478487559505,1.419478487559505,1.3370057044763983,2.8956104369898346,True
ESKF,exp4_packet_loss,scenario2,ASV,0.02,0.2,1.0,0.5,0,1.1817332567327699,1.1817332567327699,1.1378144355957915,2.562535850697453,True
ESKF,exp4_packet_loss,scenario3,ROV,0.02,0.2,1.0,0.5,0,1.1709108102321044,1.1709108102321044,1.03154347000231,3.0694169067637533,True
ESKF,exp4_packet_loss,scenario3,ASV,0.02,0.2,1.0,0.5,0,1.121183108088346,1.121183108088346,1.1323548696261625,2.4869035991823405,True
ESKF,exp4_packet_loss,scenario1,ROV,0.02,0.2,1.0,0.7,0,12.194744104748478,12.194744104748478,17.30659546718675,3.0071026229553586,False
ESKF,exp4_packet_loss,scenario1,ASV,0.02,0.2,1.0,0.7,0,1.5447922522903592,1.5447922522903592,1.1804920241840804,2.951063336113197,True
ESKF,exp4_packet_loss,scenario2,ROV,0.02,0.2,1.0,0.7,0,1.7892838697251001,1.7892838697251001,0.8379302909642669,2.843950792070373,True
ESKF,exp4_packet_loss,scenario2,ASV,0.02,0.2,1.0,0.7,0,1.2076947150162172,1.2076947150162172,0.979039188246149,2.5066252934498148,True
ESKF,exp4_packet_loss,scenario3,ROV,0.02,0.2,1.0,0.7,0,1.4566317769125114,1.4566317769125114,0.9048340369623572,2.782480265197163,True
ESKF,exp4_packet_loss,scenario3,ASV,0.02,0.2,1.0,0.7,0,1.221736785277545,1.221736785277545,1.0182006345159111,2.868233187743869,True
ESKF,exp4_packet_loss,scenario1,ROV,0.02,0.2,1.0,0.9,0,9.812042185387448,9.812042185387448,10.024394087867101,1.9131247835682448,False
ESKF,exp4_packet_loss,scenario1,ASV,0.02,0.2,1.0,0.9,0,1.4606797829555105,1.4606797829555105,1.2049088176750555,2.8309282025467604,True
ESKF,exp4_packet_loss,scenario2,ROV,0.02,0.2,1.0,0.9,0,2.5428612046485246,2.5428612046485246,1.9065871342973133,3.523569403144588,True
ESKF,exp4_packet_loss,scenario2,ASV,0.02,0.2,1.0,0.9,0,1.3351303477226828,1.3351303477226828,1.1401216115655313,2.9174603485808484,True
ESKF,exp4_packet_loss,scenario3,ROV,0.02,0.2,1.0,0.9,0,2.544007470488948,2.544007470488948,1.9005256592336783,3.624183201027224,True
ESKF,exp4_packet_loss,scenario3,ASV,0.02,0.2,1.0,0.9,0,1.3368840227251995,1.3368840227251995,1.1422806239899157,2.887303087811413,True
